Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Area,Color,Orientation,Early Missing,Other Notes,"Large, juvenile? "
June,LSxLS,13,39,13.39.108,C,0,,,,,,
October,LSxLS,13,39,13.39.108,C,0,,,,,,
March,LSxLS,13,39,13.39.111,C,1,,,,,,
June,LSxLS,13,39,13.39.111,C,0,,,,,,
October,LSxLS,13,39,13.39.111,C,0,,,,,,
March,LSxLS,13,39,13.39.112,C,1,,,,,,
June,LSxLS,13,39,13.39.112,C,0,,,,,,
October,LSxLS,13,39,13.39.112,C,0,,,,,,
March,LSxLS,13,39,13.39.113,S,1,,,,,,
June,LSxLS,13,39,13.39.113,S,0,,,,,,
October,LSxLS,13,39,13.39.113,S,0,,,,,,
March,LSxLS,13,39,13.39.114,C,1,,,,,,
June,LSxLS,13,39,13.39.114,C,0,,,,,,
October,LSxLS,13,39,13.39.114,C,0,,,,,,
March,LSxLS,13,39,13.39.117,C,1,,,,,,
June,LSxLS,13,39,13.39.117,C,0,,,,,,
October,LSxLS,13,39,13.39.117,C,0,,,,,,
March,LSxLS,13,39,13.39.118,S,1,,,,,,
June,LSxLS,13,39,13.39.118,S,0,,,,,,
October,LSxLS,13,39,13.39.118,S,0,,,,,,
March,LSxLS,13,39,13.39.119,C,1,,,,,,
June,LSxLS,13,39,13.39.119,C,0,,,,,,
October,LSxLS,13,39,13.39.119,C,0,,,,,,
March,LSxLS,13,39,13.39.120,S,1,,,,,,
June,LSxLS,13,39,13.39.120,S,0,,,,,,
October,LSxLS,13,39,13.39.120,S,0,,,,,,
March,LSxLS,13,39,13.39.122,S,1,1.225,5,,,,
June,LSxLS,13,39,13.39.122,S,0,NA,0,,,,
October,LSxLS,13,39,13.39.122,S,0,NA,0,,,,
March,LSxLS,13,39,13.39.124,C,1,,,,,,
June,LSxLS,13,39,13.39.124,C,0,,,,,,
October,LSxLS,13,39,13.39.124,C,0,,,,,,
March,LSxLS,13,39,13.39.125,C,1,,,,,,
June,LSxLS,13,39,13.39.125,C,0,,,,,,
October,LSxLS,13,39,13.39.125,C,0,,,,,,
March,LSxLS,13,39,13.39.126,C,1,,,,,,
June,LSxLS,13,39,13.39.126,C,0,,,,,,
October,LSxLS,13,39,13.39.126,C,0,,,,,,
March,LSxLS,13,39,13.39.128,S,1,1.393,5,,,,
June,LSxLS,13,39,13.39.128,S,0,NA,0,,,,
October,LSxLS,13,39,13.39.128,S,0,NA,0,,,,
March,LSxLS,13,39,13.39.129,C,1,,,,,,
June,LSxLS,13,39,13.39.129,C,0,,,,,,
October,LSxLS,13,39,13.39.129,C,0,,,,,,
March,LSxLS,13,39,13.39.131,C,1,,,,,,
June,LSxLS,13,39,13.39.131,C,0,,,,,,
October,LSxLS,13,39,13.39.131,C,0,,,,,,
March,LSxLS,13,39,13.39.132,C,1,,,,,,
June,LSxLS,13,39,13.39.132,C,0,,,,,,
October,LSxLS,13,39,13.39.132,C,0,,,,,,
March,LSxLS,13,39,13.39.133,S,1,1.509,6,,,,
June,LSxLS,13,39,13.39.133,S,0,NA,0,,,,
October,LSxLS,13,39,13.39.133,S,0,NA,0,,,,
March,LSxLS,13,39,13.39.135,C,1,,,,,,
June,LSxLS,13,39,13.39.135,C,0,,,,,,
October,LSxLS,13,39,13.39.135,C,0,,,,,,
March,LSxLS,13,39,13.39.139,C,1,,,,,,
June,LSxLS,13,39,13.39.139,C,0,,,,,,
October,LSxLS,13,39,13.39.139,C,0,,,,,,
March,LSxLS,13,39,13.39.143,C,1,,,,,,
June,LSxLS,13,39,13.39.143,C,0,,,,,,
October,LSxLS,13,39,13.39.143,C,0,,,,,,
March,LSxLS,13,39,13.39.144,S,1,,,,,,
June,LSxLS,13,39,13.39.144,S,0,,,,,,
October,LSxLS,13,39,13.39.144,S,0,,,,,,
March,LSxLS,13,39,13.39.24,C,1,,,,,,
June,LSxLS,13,39,13.39.24,C,0,,,,,,
October,LSxLS,13,39,13.39.24,C,0,,,,,,
March,LSxLS,13,39,13.39.31,C,1,,,,,,
June,LSxLS,13,39,13.39.31,C,0,,,,,,
October,LSxLS,13,39,13.39.31,C,0,,,,,,
March,LSxLS,13,39,13.39.41,S,1,,,,,,
June,LSxLS,13,39,13.39.41,S,0,,,,,,
October,LSxLS,13,39,13.39.41,S,0,,,,,,
March,LSxLS,13,39,13.39.50,C,1,,,,,,
June,LSxLS,13,39,13.39.50,C,0,,,,,,
October,LSxLS,13,39,13.39.50,C,0,,,,,,
March,LSxLS,13,39,13.39.51,C,1,,,,,,
June,LSxLS,13,39,13.39.51,C,0,,,,,,
October,LSxLS,13,39,13.39.51,C,0,,,,,,
March,LSxLS,13,39,13.39.53,C,1,,,,,,
June,LSxLS,13,39,13.39.53,C,0,,,,,,
October,LSxLS,13,39,13.39.53,C,0,,,,,,
March,LSxLS,13,39,13.39.54,C,1,,,,,,
June,LSxLS,13,39,13.39.54,C,0,,,,,,
October,LSxLS,13,39,13.39.54,C,0,,,,,,
March,LSxLS,13,39,13.39.55,C,1,,,,,,
June,LSxLS,13,39,13.39.55,C,0,,,,,,
October,LSxLS,13,39,13.39.55,C,0,,,,,,
March,LSxLS,13,39,13.39.56,C,1,,,,,,
June,LSxLS,13,39,13.39.56,C,0,,,,,,
October,LSxLS,13,39,13.39.56,C,0,,,,,,
March,LSxLS,13,39,13.39.57,C,1,,,,,,
June,LSxLS,13,39,13.39.57,C,0,,,,,,
October,LSxLS,13,39,13.39.57,C,0,,,,,,
March,LSxLS,13,39,13.39.58,C,1,,,,,,
June,LSxLS,13,39,13.39.58,C,0,,,,,,
October,LSxLS,13,39,13.39.58,C,0,,,,,,
March,LSxLS,13,39,13.39.59,C,1,,,,,,
June,LSxLS,13,39,13.39.59,C,0,,,,,,
October,LSxLS,13,39,13.39.59,C,0,,,,,,
March,LSxLS,13,39,13.39.60,C,1,,,,,,
June,LSxLS,13,39,13.39.60,C,0,,,,,,
October,LSxLS,13,39,13.39.60,C,0,,,,,,
March,LSxLS,13,39,13.39.61,S,1,,,,,,
June,LSxLS,13,39,13.39.61,S,0,,,,,,
October,LSxLS,13,39,13.39.61,S,0,,,,,,
March,LSxLS,13,39,13.39.62,C,1,,,,,,
June,LSxLS,13,39,13.39.62,C,0,,,,,,
October,LSxLS,13,39,13.39.62,C,0,,,,,,
March,LSxLS,13,39,13.39.63,C,1,,,,,,
June,LSxLS,13,39,13.39.63,C,0,,,,,,
October,LSxLS,13,39,13.39.63,C,0,,,,,,
March,LSxLS,13,39,13.39.64,C,1,,,,,,
June,LSxLS,13,39,13.39.64,C,0,,,,,,
October,LSxLS,13,39,13.39.64,C,0,,,,,,
March,LSxLS,13,39,13.39.65,C,1,,,,,,
June,LSxLS,13,39,13.39.65,C,0,,,,,,
October,LSxLS,13,39,13.39.65,C,0,,,,,,
March,LSxLS,13,39,13.39.66,C,1,,,,,,
June,LSxLS,13,39,13.39.66,C,0,,,,,,
October,LSxLS,13,39,13.39.66,C,0,,,,,,
March,LSxLS,13,39,13.39.68,C,1,,,,,,
June,LSxLS,13,39,13.39.68,C,0,,,,,,
October,LSxLS,13,39,13.39.68,C,0,,,,,,
March,LSxLS,13,39,13.39.69,C,1,,,,,,
June,LSxLS,13,39,13.39.69,C,0,,,,,,
October,LSxLS,13,39,13.39.69,C,0,,,,,,
March,LSxLS,13,39,13.39.71,C,1,,,,,,
June,LSxLS,13,39,13.39.71,C,0,,,,,,
October,LSxLS,13,39,13.39.71,C,0,,,,,,
March,LSxLS,13,39,13.39.75,C,1,,,,,,
June,LSxLS,13,39,13.39.75,C,0,,,,,,
October,LSxLS,13,39,13.39.75,C,0,,,,,,
March,LSxLS,13,39,13.39.77,C,1,,,,,,
June,LSxLS,13,39,13.39.77,C,0,,,,,,
October,LSxLS,13,39,13.39.77,C,0,,,,,,
March,LSxLS,13,39,13.39.78,C,1,,,,,,
June,LSxLS,13,39,13.39.78,C,0,,,,,,
October,LSxLS,13,39,13.39.78,C,0,,,,,,
March,LSxLS,13,39,13.39.79,C,1,,,,,,
June,LSxLS,13,39,13.39.79,C,0,,,,,,
October,LSxLS,13,39,13.39.79,C,0,,,,,,
March,LSxLS,13,39,13.39.81,S,1,,,,,,
June,LSxLS,13,39,13.39.81,S,0,,,,,,
October,LSxLS,13,39,13.39.81,S,0,,,,,,
March,LSxLS,13,39,13.39.82,C,1,,,,,,
June,LSxLS,13,39,13.39.82,C,0,,,,,,
October,LSxLS,13,39,13.39.82,C,0,,,,,,
March,LSxLS,13,39,13.39.83,S,1,,,,,,
June,LSxLS,13,39,13.39.83,S,0,,,,,,
October,LSxLS,13,39,13.39.83,S,0,,,,,,
March,LSxLS,13,39,13.39.86,C,1,,,,,,
June,LSxLS,13,39,13.39.86,C,0,,,,,,
October,LSxLS,13,39,13.39.86,C,0,,,,,,
March,LSxLS,13,39,13.39.87,C,1,,,,,,
June,LSxLS,13,39,13.39.87,C,0,,,,,,
October,LSxLS,13,39,13.39.87,C,0,,,,,,
March,LSxLS,13,39,13.39.88,C,1,,,,,,
June,LSxLS,13,39,13.39.88,C,0,,,,,,
October,LSxLS,13,39,13.39.88,C,0,,,,,,
March,LSxLS,13,39,13.39.89,C,1,,,,,,
June,LSxLS,13,39,13.39.89,C,0,,,,,,
October,LSxLS,13,39,13.39.89,C,0,,,,,,
March,LSxLS,13,39,13.39.90,C,1,,,,,,
June,LSxLS,13,39,13.39.90,C,0,,,,,,
October,LSxLS,13,39,13.39.90,C,0,,,,,,
March,LSxLS,13,39,13.39.91,C,1,,,,,,
June,LSxLS,13,39,13.39.91,C,0,,,,,,
October,LSxLS,13,39,13.39.91,C,0,,,,,,
March,LSxLS,13,39,13.39.92,C,1,,,,,,
June,LSxLS,13,39,13.39.92,C,0,,,,,,
October,LSxLS,13,39,13.39.92,C,0,,,,,,
March,LSxLS,13,39,13.39.94,C,1,,,,,,
June,LSxLS,13,39,13.39.94,C,0,,,,,,
October,LSxLS,13,39,13.39.94,C,0,,,,,,
March,LSxLS,13,39,13.39.96,C,1,,,,,,
June,LSxLS,13,39,13.39.96,C,0,,,,,,
October,LSxLS,13,39,13.39.96,C,0,,,,,,
March,LSxLS,13,39,13.39.97,C,1,,,,,,
June,LSxLS,13,39,13.39.97,C,0,,,,,,
October,LSxLS,13,39,13.39.97,C,0,,,,,,
March,LSxLS,13,40,13.40.144,C,1,,,,,,
June,LSxLS,13,40,13.40.144,C,0,,,,,,
October,LSxLS,13,40,13.40.144,C,0,,,,,,
March,LSxLS,13,40,13.40.222,S,1,1.707,5,,,,
June,LSxLS,13,40,13.40.222,S,0,NA,0,,,,
October,LSxLS,13,40,13.40.222,S,0,NA,0,,,,
March,LSxLS,13,41,13.41.104,C,1,,,,,,
June,LSxLS,13,41,13.41.104,C,0,,,,,,
October,LSxLS,13,41,13.41.104,C,0,,,,,,
March,LSxLS,13,41,13.41.11,C,1,,,,,,
June,LSxLS,13,41,13.41.11,C,0,,,,,,
October,LSxLS,13,41,13.41.11,C,0,,,,,,
March,LSxLS,13,41,13.41.26,C,1,,,,,,
June,LSxLS,13,41,13.41.26,C,0,,,,,,
October,LSxLS,13,41,13.41.26,C,0,,,,,,
March,LSxLS,13,41,13.41.33,C,1,,,,,,
June,LSxLS,13,41,13.41.33,C,0,,,,,,
October,LSxLS,13,41,13.41.33,C,0,,,,,,
March,LSxLS,13,41,13.41.36,C,1,,,,,,
June,LSxLS,13,41,13.41.36,C,0,,,,,,
October,LSxLS,13,41,13.41.36,C,0,,,,,,
March,LSxLS,13,41,13.41.37,C,1,,,,,,
June,LSxLS,13,41,13.41.37,C,0,,,,,,
October,LSxLS,13,41,13.41.37,C,0,,,,,,
March,LSxLS,13,41,13.41.47,C,1,,,,,,
June,LSxLS,13,41,13.41.47,C,0,,,,,,
October,LSxLS,13,41,13.41.47,C,0,,,,,,
March,LSxLS,13,41,13.41.48,C,1,,,,,,
June,LSxLS,13,41,13.41.48,C,0,,,,,,
October,LSxLS,13,41,13.41.48,C,0,,,,,,
March,LSxLS,13,41,13.41.49,C,1,,,,,,
June,LSxLS,13,41,13.41.49,C,0,,,,,,
October,LSxLS,13,41,13.41.49,C,0,,,,,,
March,LSxLS,13,41,13.41.50,C,1,,,,,,
June,LSxLS,13,41,13.41.50,C,0,,,,,,
October,LSxLS,13,41,13.41.50,C,0,,,,,,
March,LSxLS,13,41,13.41.54,S,1,,,,,,
June,LSxLS,13,41,13.41.54,S,0,,,,,,
October,LSxLS,13,41,13.41.54,S,0,,,,,,
March,LSxLS,13,41,13.41.60,C,1,,,,,,
June,LSxLS,13,41,13.41.60,C,0,,,,,,
October,LSxLS,13,41,13.41.60,C,0,,,,,,
March,LSxLS,13,41,13.41.64,C,1,,,,,,
June,LSxLS,13,41,13.41.64,C,0,,,,,,
October,LSxLS,13,41,13.41.64,C,0,,,,,,
March,LSxLS,13,41,13.41.68,S,1,,,,,,
June,LSxLS,13,41,13.41.68,S,0,,,,,,
October,LSxLS,13,41,13.41.68,S,0,,,,,,
March,LSxLS,13,41,13.41.77,S,1,0.723,5,,,,
June,LSxLS,13,41,13.41.77,S,0,NA,0,,,,
October,LSxLS,13,41,13.41.77,S,0,NA,0,,,,
March,LSxLS,13,41,13.41.8,S,1,1.312,6,,,,
June,LSxLS,13,41,13.41.8,S,0,NA,0,,,,
October,LSxLS,13,41,13.41.8,S,0,NA,0,,,,
March,LSxLS,13,41,13.41.97,C,1,,,,,,
June,LSxLS,13,41,13.41.97,C,0,,,,,,
October,LSxLS,13,41,13.41.97,C,0,,,,,,
March,LSxLS,13,42,13.42.11,C,1,,,,,,
June,LSxLS,13,42,13.42.11,C,0,,,,,,
October,LSxLS,13,42,13.42.11,C,0,,,,,,
March,LSxLS,13,42,13.42.21,S,1,,,,,,
June,LSxLS,13,42,13.42.21,S,0,,,,,,
October,LSxLS,13,42,13.42.21,S,0,,,,,,
March,LSxLS,13,42,13.42.27,S,1,1.51,6,,,,
June,LSxLS,13,42,13.42.27,S,0,NA,0,,,,
October,LSxLS,13,42,13.42.27,S,0,NA,0,,,,
March,LSxLS,13,42,13.42.4,C,1,,,,,,
June,LSxLS,13,42,13.42.4,C,0,,,,,,
October,LSxLS,13,42,13.42.4,C,0,,,,,,
March,LSxLS,13,42,13.42.53,C,1,,,,,,
June,LSxLS,13,42,13.42.53,C,0,,,,,,
October,LSxLS,13,42,13.42.53,C,0,,,,,,
March,LSxLS,13,42,13.42.65,S,1,1.34,5,,,,
June,LSxLS,13,42,13.42.65,S,0,NA,0,,,,
October,LSxLS,13,42,13.42.65,S,0,NA,0,,,,
March,LSxLS,13,42,13.42.66,C,1,,,,,,
June,LSxLS,13,42,13.42.66,C,0,,,,,,
October,LSxLS,13,42,13.42.66,C,0,,,,,,
March,LSxLS,13,42,13.42.71,S,1,0.889,6,,,,
June,LSxLS,13,42,13.42.71,S,0,NA,0,,,,
October,LSxLS,13,42,13.42.71,S,0,NA,0,,,,
March,LSxLS,13,42,13.42.81,S,1,,,,,,
June,LSxLS,13,42,13.42.81,S,0,,,,,,
October,LSxLS,13,42,13.42.81,S,0,,,,,,
March,LSxLS,13,43,13.43.112,C,1,,,,,,
June,LSxLS,13,43,13.43.112,C,0,,,,,,
October,LSxLS,13,43,13.43.112,C,0,,,,,,
March,LSxLS,13,43,13.43.116,C,1,,,,,,
June,LSxLS,13,43,13.43.116,C,0,,,,,,
October,LSxLS,13,43,13.43.116,C,0,,,,,,
March,LSxLS,13,43,13.43.118,C,1,,,,,,
June,LSxLS,13,43,13.43.118,C,0,,,,,,
October,LSxLS,13,43,13.43.118,C,0,,,,,,
March,LSxLS,13,43,13.43.21,C,1,,,,,,
June,LSxLS,13,43,13.43.21,C,0,,,,,,
October,LSxLS,13,43,13.43.21,C,0,,,,,,
March,LSxLS,13,43,13.43.22,C,1,,,,,,
June,LSxLS,13,43,13.43.22,C,0,,,,,,
October,LSxLS,13,43,13.43.22,C,0,,,,,,
March,LSxLS,13,43,13.43.23,C,1,,,,,,
June,LSxLS,13,43,13.43.23,C,0,,,,,,
October,LSxLS,13,43,13.43.23,C,0,,,,,,
March,LSxLS,13,43,13.43.24,C,1,,,,,,
June,LSxLS,13,43,13.43.24,C,0,,,,,,
October,LSxLS,13,43,13.43.24,C,0,,,,,,
March,LSxLS,13,43,13.43.38,S,1,,,,,,
June,LSxLS,13,43,13.43.38,S,0,,,,,,
October,LSxLS,13,43,13.43.38,S,0,,,,,,
March,LSxLS,13,43,13.43.46,S,1,1.865,6,,,,
June,LSxLS,13,43,13.43.46,S,0,NA,0,,,,
October,LSxLS,13,43,13.43.46,S,0,NA,0,,,,
March,LSxLS,13,43,13.43.51,S,1,1.668,6,,,,
June,LSxLS,13,43,13.43.51,S,0,NA,0,,,,
October,LSxLS,13,43,13.43.51,S,0,NA,0,,,,
March,LSxLS,13,43,13.43.58,C,1,,,,,,
June,LSxLS,13,43,13.43.58,C,0,,,,,,
October,LSxLS,13,43,13.43.58,C,0,,,,,,
March,LSxLS,13,43,13.43.59,C,1,,,,,,
June,LSxLS,13,43,13.43.59,C,0,,,,,,
October,LSxLS,13,43,13.43.59,C,0,,,,,,
March,LSxLS,13,43,13.43.61,C,1,,,,,,
June,LSxLS,13,43,13.43.61,C,0,,,,,,
October,LSxLS,13,43,13.43.61,C,0,,,,,,
March,LSxLS,13,43,13.43.62,C,1,,,,,,
June,LSxLS,13,43,13.43.62,C,0,,,,,,
October,LSxLS,13,43,13.43.62,C,0,,,,,,
March,LSxLS,13,43,13.43.66,C,1,,,,,,
June,LSxLS,13,43,13.43.66,C,0,,,,,,
October,LSxLS,13,43,13.43.66,C,0,,,,,,
March,LSxLS,13,43,13.43.67,C,1,,,,,,
June,LSxLS,13,43,13.43.67,C,0,,,,,,
October,LSxLS,13,43,13.43.67,C,0,,,,,,
March,LSxLS,13,43,13.43.80,C,1,2.084,5,,,,
June,LSxLS,13,43,13.43.80,C,D,1.966,2,,,,
October,LSxLS,13,43,13.43.80,C,D,3.526,1,,,,
March,LSxLS,13,43,13.43.86,C,1,,,,,,
June,LSxLS,13,43,13.43.86,C,0,,,,,,
October,LSxLS,13,43,13.43.86,C,0,,,,,,
March,LSxLS,13,43,13.43.89,C,1,,,,,,
June,LSxLS,13,43,13.43.89,C,0,,,,,,
October,LSxLS,13,43,13.43.89,C,0,,,,,,
March,LSxLS,13,43,13.43.98,C,1,,,,,,
June,LSxLS,13,43,13.43.98,C,0,,,,,,
October,LSxLS,13,43,13.43.98,C,0,,,,,,
March,LSxLS,13,44,13.44.41,C,1,,,,,,
June,LSxLS,13,44,13.44.41,C,0,,,,,,
October,LSxLS,13,44,13.44.41,C,0,,,,,,
March,LSxLS,13,44,13.44.45,C,1,,,,,,
June,LSxLS,13,44,13.44.45,C,0,,,,,,
October,LSxLS,13,44,13.44.45,C,0,,,,,,
March,LSxLS,13,44,13.44.50,S,1,,,,,,
June,LSxLS,13,44,13.44.50,S,0,,,,,,
October,LSxLS,13,44,13.44.50,S,0,,,,,,
March,LSxLS,13,44,13.44.54,C,1,,,,,,
June,LSxLS,13,44,13.44.54,C,0,,,,,,
October,LSxLS,13,44,13.44.54,C,0,,,,,,
March,LSxLS,13,44,13.44.55,S,1,,,,,,
June,LSxLS,13,44,13.44.55,S,0,,,,,,
October,LSxLS,13,44,13.44.55,S,0,,,,,,
March,LSxLS,13,44,13.44.56,C,1,,,,,,
June,LSxLS,13,44,13.44.56,C,0,,,,,,
October,LSxLS,13,44,13.44.56,C,0,,,,,,
March,LSxLS,13,44,13.44.58,C,1,,,,,,
June,LSxLS,13,44,13.44.58,C,0,,,,,,
October,LSxLS,13,44,13.44.58,C,0,,,,,,
March,LSxLS,13,44,13.44.83,C,1,,,,,,
June,LSxLS,13,44,13.44.83,C,0,,,,,,
October,LSxLS,13,44,13.44.83,C,0,,,,,,
March,LSxLS,13,44,13.44.93,S,1,1.432,6,,,,
June,LSxLS,13,44,13.44.93,S,0,NA,0,,,,
October,LSxLS,13,44,13.44.93,S,0,NA,0,,,,
March,LSxLS,13,44,13.44.99,C,1,,,,,,
June,LSxLS,13,44,13.44.99,C,0,,,,,,
October,LSxLS,13,44,13.44.99,C,0,,,,,,
March,LSxLS,13,47,13.47.12,S,1,1.386,6,,,,
June,LSxLS,13,47,13.47.12,S,0,NA,0,,,,
October,LSxLS,13,47,13.47.12,S,0,NA,0,,,,
March,LSxLS,13,47,13.47.13,C,1,,,,,,
June,LSxLS,13,47,13.47.13,C,0,,,,,,
October,LSxLS,13,47,13.47.13,C,0,,,,,,
March,LSxLS,13,47,13.47.15,C,1,,,,,,
June,LSxLS,13,47,13.47.15,C,0,,,,,,
October,LSxLS,13,47,13.47.15,C,0,,,,,,
March,LSxLS,13,47,13.47.16,C,1,,,,,,
June,LSxLS,13,47,13.47.16,C,0,,,,,,
October,LSxLS,13,47,13.47.16,C,0,,,,,,
March,LSxLS,13,47,13.47.20,S,1,,,,,,
June,LSxLS,13,47,13.47.20,S,0,,,,,,
October,LSxLS,13,47,13.47.20,S,0,,,,,,
March,LSxLS,13,48,13.48.12,C,1,,,,,,
June,LSxLS,13,48,13.48.12,C,0,,,,,,
October,LSxLS,13,48,13.48.12,C,0,,,,,,
March,LSxLS,13,48,13.48.13,C,1,,,,,,
June,LSxLS,13,48,13.48.13,C,0,,,,,,
October,LSxLS,13,48,13.48.13,C,0,,,,,,
March,LSxLS,13,48,13.48.15,C,1,,,,,,
June,LSxLS,13,48,13.48.15,C,0,,,,,,
October,LSxLS,13,48,13.48.15,C,0,,,,,,
March,LSxLS,13,48,13.48.5,C,1,,,,,,
June,LSxLS,13,48,13.48.5,C,0,,,,,,
October,LSxLS,13,48,13.48.5,C,0,,,,,,
March,LSxLS,13,50,13.50.41,S,1,1.262,5,,,,
June,LSxLS,13,50,13.50.41,S,0,NA,0,,,,
October,LSxLS,13,50,13.50.41,S,0,NA,0,,,,
March,LSxLS,13,50,13.50.42,C,1,,,,,,
June,LSxLS,13,50,13.50.42,C,0,,,,,,
October,LSxLS,13,50,13.50.42,C,0,,,,,,
March,LSxLS,13,50,13.50.57,C,1,,,,,,
June,LSxLS,13,50,13.50.57,C,0,,,,,,
October,LSxLS,13,50,13.50.57,C,0,,,,,,
March,LSxLS,13,51,13.51.14,S,1,,,,,,
June,LSxLS,13,51,13.51.14,S,0,,,,,,
October,LSxLS,13,51,13.51.14,S,0,,,,,,
March,LSxLS,13,51,13.51.153,C,1,,,,,,
June,LSxLS,13,51,13.51.153,C,0,,,,,,
October,LSxLS,13,51,13.51.153,C,0,,,,,,
March,LSxLS,13,51,13.51.159,C,1,,,,,,
June,LSxLS,13,51,13.51.159,C,0,,,,,,
October,LSxLS,13,51,13.51.159,C,0,,,,,,
March,LSxLS,13,51,13.51.164,C,1,,,,,,
June,LSxLS,13,51,13.51.164,C,0,,,,,,
October,LSxLS,13,51,13.51.164,C,0,,,,,,
March,LSxLS,13,51,13.51.165,C,1,,,,,,
June,LSxLS,13,51,13.51.165,C,0,,,,,,
October,LSxLS,13,51,13.51.165,C,0,,,,,,
March,LSxLS,13,51,13.51.177,C,1,,,,,,
June,LSxLS,13,51,13.51.177,C,0,,,,,,
October,LSxLS,13,51,13.51.177,C,0,,,,,,
March,LSxLS,13,51,13.51.21,C,1,,,,,,
June,LSxLS,13,51,13.51.21,C,0,,,,,,
October,LSxLS,13,51,13.51.21,C,0,,,,,,
March,LSxLS,13,51,13.51.44,C,1,,,,,,
June,LSxLS,13,51,13.51.44,C,0,,,,,,
October,LSxLS,13,51,13.51.44,C,0,,,,,,
March,LSxLS,13,51,13.51.46,C,1,,,,,,
June,LSxLS,13,51,13.51.46,C,0,,,,,,
October,LSxLS,13,51,13.51.46,C,0,,,,,,
March,LSxLS,13,51,13.51.52,S,1,1.642,5,,,,
June,LSxLS,13,51,13.51.52,S,0,NA,0,,,,
October,LSxLS,13,51,13.51.52,S,0,NA,0,,,,
March,LSxLS,13,51,13.51.66,S,1,1.679,5,,,,
June,LSxLS,13,51,13.51.66,S,0,NA,0,,,,
October,LSxLS,13,51,13.51.66,S,0,NA,0,,,,
March,LSxLS,13,51,13.51.98,S,1,,,,,,
June,LSxLS,13,51,13.51.98,S,0,,,,,,
October,LSxLS,13,51,13.51.98,S,0,,,,,,
March,LSxLS,13,52,13.52.14,C,1,,,,,,
June,LSxLS,13,52,13.52.14,C,0,,,,,,
October,LSxLS,13,52,13.52.14,C,0,,,,,,
March,LSxLS,13,52,13.52.17,C,1,,,,,,
June,LSxLS,13,52,13.52.17,C,0,,,,,,
October,LSxLS,13,52,13.52.17,C,0,,,,,,
March,LSxLS,13,52,13.52.19,C,1,,,,,,
June,LSxLS,13,52,13.52.19,C,0,,,,,,
October,LSxLS,13,52,13.52.19,C,0,,,,,,
March,LSxLS,13,52,13.52.23,S,1,1.644,6,,,,
June,LSxLS,13,52,13.52.23,S,0,NA,0,,,,
October,LSxLS,13,52,13.52.23,S,0,NA,0,,,,
March,LSxLS,13,52,13.52.34,S,1,1.987,6,,,,
June,LSxLS,13,52,13.52.34,S,0,NA,0,,,,
October,LSxLS,13,52,13.52.34,S,0,NA,0,,,,
March,LSxLS,13,52,13.52.55,C,1,,,,,,
June,LSxLS,13,52,13.52.55,C,0,,,,,,
October,LSxLS,13,52,13.52.55,C,0,,,,,,
March,LSxLS,13,52,13.52.61,C,1,,,,,,
June,LSxLS,13,52,13.52.61,C,0,,,,,,
October,LSxLS,13,52,13.52.61,C,0,,,,,,
March,LSxLS,13,53,13.53.9,S,1,NA,NA,,Y,,
June,LSxLS,13,53,13.53.9,S,1,NA,NA,,Y,,
October,LSxLS,13,53,13.53.9,S,1,1.068,6,,,,
March,LSxLS,13,54,13.54.109,S,1,1.332,6,,,,
June,LSxLS,13,54,13.54.109,S,0,NA,0,,,,
October,LSxLS,13,54,13.54.109,S,0,NA,0,,,,
March,LSxLS,13,55,13.55.20,S,1,NA,NA,,Y,,
June,LSxLS,13,55,13.55.20,S,1,NA,NA,,Y,,
October,LSxLS,13,55,13.55.20,S,1,0.954,6,,,,
March,LSxLS,13,56,13.56.1,S,1,1.868,6,,,,
June,LSxLS,13,56,13.56.1,S,0,NA,0,,,,
October,LSxLS,13,56,13.56.1,S,0,NA,0,,,,
March,LSxLS,13,58,13.58.10,C,1,,,,,,
June,LSxLS,13,58,13.58.10,C,0,,,,,,
October,LSxLS,13,58,13.58.10,C,0,,,,,,
March,LSxLS,13,58,13.58.12,C,1,,,,,,
June,LSxLS,13,58,13.58.12,C,0,,,,,,
October,LSxLS,13,58,13.58.12,C,0,,,,,,
March,LSxLS,13,58,13.58.14,C,1,,,,,,
June,LSxLS,13,58,13.58.14,C,0,,,,,,
October,LSxLS,13,58,13.58.14,C,0,,,,,,
March,LSxLS,13,58,13.58.21,C,1,,,,,,
June,LSxLS,13,58,13.58.21,C,0,,,,,,
October,LSxLS,13,58,13.58.21,C,0,,,,,,
March,LSxLS,13,58,13.58.22,C,1,,,,,,
June,LSxLS,13,58,13.58.22,C,0,,,,,,
October,LSxLS,13,58,13.58.22,C,0,,,,,,
March,LSxLS,13,58,13.58.26,C,1,,,,,,
June,LSxLS,13,58,13.58.26,C,0,,,,,,
October,LSxLS,13,58,13.58.26,C,0,,,,,,
March,LSxLS,13,58,13.58.64,C,1,,,,,,
June,LSxLS,13,58,13.58.64,C,0,,,,,,
October,LSxLS,13,58,13.58.64,C,0,,,,,,
March,LSxLS,13,58,13.58.65,C,1,,,,,,
June,LSxLS,13,58,13.58.65,C,0,,,,,,
October,LSxLS,13,58,13.58.65,C,0,,,,,,
March,LSxLS,13,58,13.58.66,C,1,,,,,,
June,LSxLS,13,58,13.58.66,C,0,,,,,,
October,LSxLS,13,58,13.58.66,C,0,,,,,,
